Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
4623106:Comércio atacadista de sementes, flores, plantas e gramas;0;0;120;114;26;0;52;0;2;21;25;1;2;4;9;0;48;20;0;0;2;8;1;11;7;0;0;81;8;20;0;43;2;1;2;1;0;0;0;36;1;0;191;2;43;18;4;6;5;0;9;83;1029
4623108:Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada;0;0;1;0;5;0;0;0;0;8;0;6;0;0;26;0;34;21;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2;0;88;37;9;0;0;1;6;35;296
4623109:Comércio atacadista de alimentos para animais;0;6;6;104;0;0;0;0;0;23;3;2;7;1;3;1;111;25;0;0;4;6;6;10;34;0;0;62;2;79;0;10;0;1;0;2;0;0;1;92;0;2;276;0;23;21;0;17;14;15;0;177;1146
4623199:Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;0;1;54;100;49;0;0;0;0;763;21;2;0;32;134;11;402;64;7;2;63;5;0;7;18;1;0;60;0;67;0;53;235;1;0;0;0;0;3;17;0;0;54;0;7;43;1;26;143;83;1;5;2535
4631100:Comércio atacadista de leite e laticínios;0;4;0;26;10;5;4;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;7;1;0;2;1;0;0;3;1;2;1;132;0;10;3;18;0;20;0;0;585;894
4632001:Comércio atacadista de cereais e leguminosas beneficiados;0;0;4;20;0;0;0;1;3;230;50;60;0;2;103;9;320;184;8;57;35;1;0;33;54;0;0;31;0;81;0;120;20;8;0;0;12;3;19;22;0;27;46;0;122;86;17;14;13;58;7;113;1993
4632002:Comércio atacadista de farinhas, amidos e féculas;0;0;0;3;2;0;0;0;0;2;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;2;13;0;0;173;0;0;0;0;0;7;1;0;37;262
4632003:Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;0;0;0;26;0;0;0;0;1;82;11;6;0;0;26;0;3;17;0;0;0;0;0;6;5;0;0;6;0;0;0;3;1;0;0;0;8;0;3;3;0;1;128;0;17;5;0;4;0;2;0;214;578
4633801:Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;8;0;6;356;0;6;0;0;5;42;12;10;0;5;0;0;15;48;0;0;64;1;0;8;0;0;0;346;0;6;0;213;1;0;0;3;0;0;18;416;0;0;1203;18;34;54;0;11;6;1;0;1587;4503
4633802:Comércio atacadista de aves vivas e ovos;0;0;0;138;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;57;2;231;0;7;0;0;0;0;1;0;0;0;0;4;135;0;12;4;0;26;0;9;0;90;723
4634601:Comércio atacadista de carnes bovinas e suínas e derivados;30;15;0;271;102;0;3;0;6;24;4;0;17;0;0;0;42;10;0;0;0;0;0;15;0;0;0;350;2;6;0;31;0;0;0;0;0;0;2;22;0;0;759;0;38;18;2;46;11;2;0;891;2719
4634602:Comércio atacadista de aves abatidas e derivados;4;5;0;87;0;0;0;5;0;0;4;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;4;0;0;49;0;0;0;0;0;58;0;0;193;439
4634603:Comércio atacadista de pescados e frutos do mar;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;11;5;0;0;0;0;0;219;349
4634699:Comércio atacadista de carnes e derivados de outros animais;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;11
4635401:Comércio atacadista de água mineral;9;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;9;0;3;0;0;0;44;0;0;0;1;0;0;0;0;0;5;2;14;0;0;40;0;32;6;0;20;0;0;0;63;253
4635402:Comércio atacadista de cerveja, chope e refrigerante;83;32;49;521;28;13;176;18;0;322;21;0;0;74;0;39;64;29;0;0;71;79;46;24;0;0;0;156;29;72;1;53;16;0;12;0;380;0;161;525;105;111;1027;78;501;352;0;481;0;140;15;702;6606
4635403:Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;0;0;0;0;0;0;0;0;19;9;0;89;89;62;0;0;54;0;0;34;70;39;47;67;0;0;0;435;36;56;0;164;1;0;1;0;2;0;0;0;0;0;9;0;0;3;0;0;0;1;0;15;1302
4635499:Comércio atacadista de bebidas não especificadas anteriormente;0;0;7;24;13;6;2;15;7;28;3;0;0;0;0;0;0;9;0;0;43;0;0;0;0;0;0;15;0;4;0;2;0;0;3;0;18;0;0;34;0;2;39;0;2;38;0;22;0;2;0;131;469
4636201:Comércio atacadista de fumo beneficiado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;29;58
4636202:Comércio atacadista de cigarros, cigarrilhas e charutos;0;0;0;38;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;36;0;4;3;0;0;0;0;0;39;130
4637101:Comércio atacadista de café torrado, moído e solúvel;0;0;0;139;13;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;36;0;1;0;33;0;0;0;0;0;0;6;0;0;0;3;0;0;8;0;0;0;13;0;19;297
4637102:Comércio atacadista de açúcar;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;78;0;0;1;0;0;0;0;0;0;0;0;10;111
4637103:Comércio atacadista de óleos e gorduras;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;7
4637104:Comércio atacadista de pães, bolos, biscoitos e similares;0;0;0;96;0;0;0;0;19;3;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;184;1;0;0;12;0;0;0;0;0;0;0;16;0;0;161;0;27;23;4;16;0;0;0;592;1160
4637105:Comércio atacadista de massas alimentícias;0;0;0;0;0;0;0;3;0;38;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;66;269
4637106:Comércio atacadista de sorvetes;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;26;0;0;185;0;0;0;0;1;2;4;0;312;779
4637107:Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;0;0;0;5;0;14;0;0;0;53;0;1;0;0;0;0;0;5;0;0;3;0;0;0;15;0;0;3;1;0;0;1;0;0;0;0;0;0;0;1;0;3;137;0;6;0;0;0;0;0;0;56;304
4637199:Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;0;0;0;148;0;7;6;7;0;29;4;0;0;0;0;0;5;6;0;0;1;0;0;1;0;0;0;92;5;10;1;12;0;0;0;1;3;0;32;26;0;0;145;0;27;10;0;8;0;1;0;324;911
4639701:Comércio atacadista de produtos alimentícios em geral;15;5;6;493;12;1;12;0;1;114;23;47;30;15;23;3;16;259;0;20;20;54;9;19;3;0;0;1597;10;7;1;155;0;0;7;0;5;27;52;1300;0;24;1974;0;253;25;0;31;0;27;155;2847;9697
4639702:Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;0;0;0;308;0;8;0;0;0;146;0;0;0;7;0;0;0;24;0;48;0;1;0;27;2;0;0;121;2;11;14;85;0;0;0;4;0;0;3;1060;2;17;802;0;6;23;0;9;0;0;0;214;2944
4641901:Comércio atacadista de tecidos;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;5;0;25;0;0;712;0;0;0;0;0;0;3;0;26;870
4641902:Comércio atacadista de artigos de cama, mesa e banho;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;25;0;0;0;0;0;0;0;0;0;0;0;23;2;4;40;0;2;0;0;0;0;3;0;41;147
4641903:Comércio atacadista de artigos de armarinho;0;0;0;24;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8;0;6;0;0;86;0;0;0;4;0;0;0;0;0;0;0;51;0;0;348;0;18;3;0;0;0;0;0;38;590
4642701:Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;0;76;0;14;4;0;4;0;0;76;0;1;0;8;0;0;0;53;0;0;0;0;0;0;6;0;1;29;1;3;0;5;0;1;0;0;3;0;3;526;0;0;1593;0;45;1;2;17;0;2;0;213;2687
4642702:Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;0;0;0;11;0;0;6;77;0;5;2;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;3;12;0;0;132;0;1;10;0;4;0;2;0;53;336
4643501:Comércio atacadista de calçados;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;3;0;0;0;15;0;1;0;1;0;0;0;0;2;0;5;7;0;2;129;0;0;0;0;12;0;0;0;68;279
4643502:Comércio atacadista de bolsas, malas e artigos de viagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;82;0;3;0;0;0;0;0;0;0;88
4644301:Comércio atacadista de medicamentos e drogas de uso humano;0;0;0;558;0;0;3;0;0;10;0;1;11;5;0;0;0;9;0;0;0;1;0;0;0;0;0;436;0;0;0;102;3;0;1;0;4;0;0;418;0;0;3216;0;0;1;0;82;0;160;2;1343;6366
4644302:Comércio atacadista de medicamentos e drogas de uso veterinário;0;0;87;49;0;0;0;0;0;2;0;0;0;0;5;0;6;0;0;5;0;0;0;1;9;0;0;47;0;0;0;0;0;0;0;0;0;0;0;2;0;0;36;0;4;38;0;0;0;11;0;17;319
4645101:Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;0;0;0;180;0;0;0;0;0;1;0;0;1;3;0;0;0;15;0;0;0;1;0;0;0;0;0;176;0;1;0;1;0;0;0;5;0;1;14;47;0;2;803;0;16;10;0;0;0;3;0;640;1920
4645102:Comércio atacadista de próteses e artigos de ortopedia;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;3;0;0;53;0;0;0;0;0;0;0;0;41;153
4645103:Comércio atacadista de produtos odontológicos;0;0;0;3;0;0;0;0;0;2;0;1;0;3;0;0;9;4;0;0;0;1;0;4;1;0;0;39;0;0;0;2;0;0;0;0;2;0;3;41;6;0;140;0;7;9;0;6;0;0;0;105;388
4646001:Comércio atacadista de cosméticos e produtos de perfumaria;0;0;6;86;17;0;0;0;0;27;0;4;0;5;0;0;16;8;0;0;0;0;4;0;3;0;0;228;4;17;0;16;0;0;2;4;6;0;16;64;0;4;582;15;20;48;0;33;0;1;1;305;1542
4646002:Comércio atacadista de produtos de higiene pessoal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;4;0;0;0;5;0;0;0;0;1;0;0;0;0;0;1990;0;5;34;0;0;0;1;0;41;2083
4647801:Comércio atacadista de artigos de escritório e de papelaria;0;0;0;13;0;0;0;0;0;4;0;0;0;0;0;0;0;20;0;0;1;0;0;0;0;0;0;85;0;0;0;0;0;0;1;0;0;0;0;36;0;0;465;0;1;4;0;8;0;0;0;309;947
4647802:Comércio atacadista de livros, jornais e outras publicações;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;7;0;0;150;0;0;0;0;0;0;0;0;89;283
4649401:Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;0;0;1;6;0;0;0;0;0;70;0;0;1;0;0;0;2;7;0;0;0;0;0;0;0;0;0;73;0;2;0;2;0;0;0;0;2;0;0;1;0;0;66;0;0;5;0;0;0;0;0;177;415
4649402:Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;8;0;9;0;0;0;0;0;41;0;0;68;0;0;221;0;13;1;0;0;142;590
4649403:Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;2;0;0;0;7;24;0;0;0;1;0;75;0;25;0;0;0;0;1;0;55;213
4649404:Comércio atacadista de móveis e artigos de colchoaria;0;0;12;27;0;0;0;0;4;18;7;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;30;0;0;3;0;0;9;7;0;0;0;5;37;0;0;95;0;2;2;16;7;0;6;0;38;328
4649405:Comércio atacadista de artigos de tapeçaria;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;159;243
4649406:Comércio atacadista de lustres, luminárias e abajures;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20;24
4649407:Comércio atacadista de filmes, CDs, DVDs, fitas e discos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;9;20
4649408:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;1;0;0;26;5;1;0;0;0;1;0;0;0;1;0;0;0;3;0;0;0;5;0;1;0;0;0;127;0;10;0;9;0;0;0;0;0;0;3;35;0;0;127;2;107;11;0;19;0;3;1;728;1226
4649409:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;1;0;2;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;132;191
4649410:Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;0;0;0;18;0;0;1;0;0;11;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;14;0;0;0;3;0;0;16;0;0;0;0;0;0;0;116;0;2;0;0;1;0;0;0;41;229
4649499:Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;0;0;0;64;0;1;0;2;0;37;0;0;0;18;0;0;33;16;0;0;0;0;1;1;0;0;0;90;0;0;0;5;1;0;0;0;0;0;0;24;0;0;517;0;1;11;0;1;0;5;0;141;969
4651601:Comércio atacadista de equipamentos de informática;0;0;0;10;0;0;0;3;0;6;0;0;2;3;0;0;0;4;0;0;0;0;0;0;1;0;0;161;0;8;0;9;0;0;0;0;0;0;0;45;0;0;120;0;6;1;0;2;0;0;1;493;875
4651602:Comércio atacadista de suprimentos para informática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;2;0;0;0;0;0;0;0;0;0;6;0;0;29;0;0;0;0;0;0;0;0;22;100
4652400:Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;0;0;0;1;0;0;0;0;0;24;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;3;0;0;0;0;0;0;0;2;0;0;77;0;2;0;0;0;0;1;0;293;424
4661300:Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário;0;0;73;125;68;0;37;0;0;286;62;65;101;114;470;145;1087;317;58;56;499;47;41;370;12;0;0;283;28;379;0;301;22;14;11;0;43;10;12;14;11;1;637;32;156;406;64;98;50;4;26;163;6798
4662100:Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção;0;0;0;163;0;0;0;0;0;16;0;0;1;0;0;10;2;51;0;0;0;0;0;0;2;0;0;324;21;3;0;0;0;0;0;0;129;0;0;1;0;0;379;0;0;24;0;0;0;2;0;70;1198
4663000:Comércio atacadista de máquinas e equipamentos para uso industrial;11;0;0;40;0;0;5;0;0;66;0;0;2;3;0;0;28;7;0;2;0;0;0;0;0;0;0;81;0;0;0;4;0;12;0;0;0;0;0;31;0;0;376;0;0;1;0;0;0;2;0;100;771
4664800:Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar;0;0;0;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;7;0;0;8;0;0;136;0;0;0;0;0;1;0;0;77;264
4665600:Comércio atacadista de máquinas e equipamentos para uso comercial;0;0;0;71;0;0;10;0;0;19;0;0;0;0;0;0;0;3;0;0;3;10;0;12;0;0;0;334;0;12;0;9;0;0;0;0;0;0;0;135;0;0;146;0;5;0;0;4;0;0;10;224;1007
4669901:Comércio atacadista de bombas e compressores;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;38;0;10;0;0;0;0;0;0;0;0;0;7;0;0;94;0;21;10;0;0;0;0;0;0;193
4669999:Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente;0;0;15;99;0;3;2;0;0;24;8;4;1;0;0;0;1;5;0;0;0;0;0;5;0;0;0;141;0;7;0;6;0;0;0;0;1;0;0;283;0;0;1350;0;1;33;0;5;2;0;0;107;2103
4671100:Comércio atacadista de madeira e produtos derivados;0;3;3;16;1;1;66;0;0;119;51;126;81;6;0;46;50;12;0;0;0;0;0;0;19;0;0;49;1;0;0;9;0;0;0;0;3;0;9;47;0;6;306;0;3;6;5;0;4;51;2;171;1272
4672900:Comércio atacadista de ferragens e ferramentas;0;3;0;46;3;0;0;0;0;25;0;0;0;0;0;0;3;31;0;2;13;1;0;0;0;0;0;69;0;0;0;22;0;0;0;0;0;7;2;35;0;0;596;0;22;21;6;21;0;10;0;363;1301
4673700:Comércio atacadista de material elétrico;0;0;0;0;0;0;1;1;0;1;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;4;0;0;473;0;7;28;0;0;2;0;0;186;740
4674500:Comércio atacadista de cimento;0;0;0;6;0;5;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;124;0;21;0;0;3;0;0;0;4;179
4679601:Comércio atacadista de tintas, vernizes e similares;0;0;0;29;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;3;9;0;5;90;0;1;0;0;0;0;0;0;53;293
4679602:Comércio atacadista de mármores e granitos;0;2;0;19;0;0;0;0;0;0;0;0;0;0;8;0;23;7;0;1;1;0;0;0;0;0;0;6;0;11;0;9;0;0;0;0;0;2;0;2;0;0;74;0;6;2;0;0;0;0;0;141;314
4679603:Comércio atacadista de vidros, espelhos e vitrais;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;8;0;2;9;0;0;74;0;0;19;0;19;0;0;0;190;360
4679604:Comércio atacadista especializado de materiais de construção não especificados anteriormente;0;0;0;2;1;5;0;10;0;3;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;5;0;12;0;7;0;164;0;52;15;3;0;0;0;0;19;423
4679699:Comércio atacadista de materiais de construção em geral;0;0;2;274;3;0;0;5;1;34;6;0;0;0;0;0;16;32;0;0;0;1;0;11;0;0;0;396;0;11;0;46;0;0;0;1;0;0;6;65;0;0;658;0;33;0;4;14;4;0;2;1639;3264
4681801:Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;0;0;0;150;1;0;0;0;0;31;1;0;0;0;0;0;0;33;0;0;0;9;0;0;0;0;0;404;0;0;0;2;37;0;0;0;2;0;0;8;0;0;330;0;0;0;0;0;0;0;0;233;1241
4681802:Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);0;0;4;120;78;6;25;28;5;55;20;3;0;0;52;7;150;52;0;4;69;59;14;3;5;0;0;7;0;81;0;66;9;0;0;0;0;0;0;69;0;0;3;0;0;79;0;11;0;8;3;48;1143
4681803:Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;0;0;4;5;2;0;0;1;8;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;2;4;9;0;0;0;0;13;0;0;8;0;0;3;0;2;8;0;3;0;2;0;15;98
4681804:Comércio atacadista de combustíveis de origem mineral em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
4681805:Comércio atacadista de lubrificantes;8;0;0;113;0;0;8;0;0;2;0;6;0;0;0;0;0;37;0;0;0;5;0;0;0;0;0;166;0;0;0;31;0;0;0;0;0;0;0;3;0;0;322;0;2;0;0;0;0;7;0;57;767
4682600:Comércio atacadista de gás liqüefeito de petróleo (GLP);15;0;0;185;1;7;0;0;0;12;9;0;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;242;0;0;0;1;0;0;0;2;2;0;5;33;3;0;490;0;7;0;2;1;3;0;0;241;1273
4683400:Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;0;10;37;86;51;16;24;28;19;394;26;47;39;37;207;53;915;262;27;49;185;0;0;182;0;5;0;159;0;368;10;367;14;0;0;0;34;5;12;27;0;3;216;11;222;306;29;172;84;182;22;63;5005
4684201:Comércio atacadista de resinas e elastômeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
4684202:Comércio atacadista de solventes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13
4684299:Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;0;0;0;53;0;16;2;0;0;17;0;0;0;7;0;0;0;1;0;0;7;0;0;0;0;0;0;62;0;0;0;2;0;0;0;0;0;0;0;3;0;0;141;0;1;1;0;2;0;6;0;6;327
4685100:Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;0;4;32;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;2;0;0;110;0;0;12;0;0;0;0;0;3;180
4686901:Comércio atacadista de papel e papelão em bruto;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;5;0;0;34;0;0;0;0;0;0;0;0;53;116
4686902:Comércio atacadista de embalagens;11;0;0;122;0;2;15;0;1;23;5;14;1;10;2;0;16;24;0;2;15;0;0;19;0;0;0;101;0;9;0;15;0;0;0;0;5;0;0;266;2;1;306;0;12;4;3;25;0;0;0;388;1419
4687701:Comércio atacadista de resíduos de papel e papelão;0;0;1;12;0;0;18;9;0;29;3;0;0;0;0;0;2;15;0;0;0;3;4;0;0;0;0;74;0;5;0;16;0;0;0;2;3;0;25;62;0;0;53;0;8;18;0;20;4;1;6;385;778
4687702:Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;0;0;1;6;4;1;15;0;0;0;0;0;9;0;0;0;36;2;0;0;0;0;0;9;0;0;0;14;6;0;0;15;0;0;0;0;2;0;0;18;0;0;88;0;10;14;0;0;0;1;0;9;260
4687703:Comércio atacadista de resíduos e sucatas metálicos;17;0;0;59;12;14;31;1;0;49;15;1;8;2;12;0;18;8;0;1;6;0;0;9;0;5;0;127;13;1;0;41;0;0;0;0;5;0;1;121;1;10;141;3;4;8;0;3;0;3;0;176;926
4689301:Comércio atacadista de produtos da extração mineral, exceto combustíveis;2;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;57;0;0;0;18;0;0;0;0;0;0;0;0;0;0;7;0;10;0;6;0;0;0;0;0;107
4689302:Comércio atacadista de fios e fibras têxteis beneficiados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;14
4689399:Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;2;0;0;87;3;0;4;8;0;65;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;201;3;0;0;0;0;0;0;0;5;0;0;98;0;0;810;1;2;12;0;2;1;18;0;325;1651
4691500:Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;173;25;0;86;59;2;0;1;189;6;0;7;0;240;6;32;1;242;0;16;43;0;3;19;13;0;0;376;17;34;0;94;2;0;0;0;7;0;148;18;0;7;622;1;20;85;1;5;0;39;13;644;3296
4692300:Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;1;0;11;40;0;0;101;14;0;2;40;0;1;12;15;0;41;5;0;21;21;33;15;1;0;0;0;118;0;5;0;28;0;3;0;29;39;0;17;58;22;9;276;10;32;636;128;3;32;11;4;20;1854
