Coluna;Microrregião
CNAE 2.0 Subclasse;21001:LITORAL OCIDENTAL MARANHENSE;21002:AGLOMERAÇÃO URBANA DE SÃO LUÍS;21003:ROSÁRIO;21004:LENÇOIS MARANHENSES;21005:BAIXADA MARANHENSE;21006:ITAPECURU MIRIM;21007:GURUPI-MA;21008:PINDARÉ;21009:IMPERATRIZ;21010:MÉDIO MEARIM;21011:ALTO MEARIM E GRAJAÚ;21012:PRESIDENTE DUTRA;21013:BAIXO PARNAÍBA MARANHENSE;21014:CHAPADINHA;21015:CODÓ;21016:COELHO NETO;21017:CAXIAS;21018:CHAPADAS DO ALTO ITAPECURU;21019:PORTO FRANCO;21020:GERAIS DE BALSAS;21021:CHAPADAS DAS MANGABEIRAS;22001:BAIXO PARNAÍBA PIAUIENSE;22002:LITORAL PIAUIENSE;22003:TERESINA;22004:CAMPO MAIOR;22005:MÉDIO PARNAÍBA PIAUIENSE;22006:VALENÇA DO PIAUÍ;22007:ALTO PARNAÍBA PIAUIENSE;22008:BERTOLÍNIA;22009:FLORIANO;22010:ALTO MÉDIO GURGUÉIA;22011:SÃO RAIMUNDO NONATO;22012:CHAPADAS DO EXTREMO SUL PIAUIENSE;22013:PICOS;22014:PIO IX;22015:ALTO MÉDIO CANINDÉ;23001:LITORAL DE CAMOCIM E ACARAÚ;23002:IBIAPABA;23003:COREAÚ;23004:MERUOCA;23005:SOBRAL;23006:IPU;23007:SANTA QUITÉRIA;23008:ITAPIPOCA;23009:BAIXO CURU;23010:URUBURETAMA;23011:MÉDIO CURU;23012:CANINDÉ;23013:BATURITÉ;23014:CHOROZINHO;23015:CASCAVEL-CE;23016:FORTALEZA;23017:PACAJUS;23018:SERTÃO DE CRATÉUS;23019:SERTÃO DE QUIXERAMOBIM;23020:SERTÃO DE INHAMUNS;23021:SERTÃO DE SENADOR POMPEU;23022:LITORAL DE ARACATI;23023:BAIXO JAGUARIBE;23024:MÉDIO JAGUARIBE;23025:SERRA DO PEREIRO;23026:IGUATU;23027:VÁRZEA ALEGRE;23028:LAVRAS DA MANGABEIRA;23029:CHAPADA DO ARARIPE;23030:CARIRIAÇU;23031:BARRO;23032:CARIRI;23033:BREJO SANTO;24001:MOSSORÓ;24002:CHAPADA DO APODI;24003:MÉDIO OESTE;24004:VALE DO AÇU;24005:SERRA DE SÃO MIGUEL;24006:PAU DOS FERROS;24007:UMARIZAL;24008:MACAU;24009:ANGICOS;24010:SERRA DE SANTANA;24011:SERIDÓ OCIDENTAL;24012:SERIDÓ ORIENTAL;24013:BAIXA VERDE;24014:BORBOREMA POTIGUAR;24015:AGRESTE POTIGUAR;24016:LITORAL NORDESTE;24017:MACAÍBA;24018:NATAL;24019:LITORAL SUL-RN;25001:CATOLÉ DO ROCHA;25002:CAJAZEIRAS;25003:SOUSA;25004:PATOS;25005:PIANCÓ;25006:ITAPORANGA;25007:SERRA DO TEIXEIRA;25008:SERIDÓ OCIDENTAL PARAIBANO;25009:SERIDÓ ORIENTAL PARAIBANO;25010:CARIRI OCIDENTAL;25011:CARIRI ORIENTAL;25012:CURIMATAÚ OCIDENTAL;25013:CURIMATAÚ ORIENTAL;25014:ESPERANÇA;25015:BREJO PARAIBANO;25016:GUARABIRA;25017:CAMPINA GRANDE;25018:ITABAIANA;25019:UMBUZEIRO;25020:LITORAL NORTE;25021:SAPÉ;25022:JOÃO PESSOA;25023:LITORAL SUL-PB;26001:ARARIPINA;26002:SALGUEIRO;26003:PAJEÚ;26004:SERTÃO DO MOXOTÓ;26005:PETROLINA;26006:ITAPARICA;26007:VALE DO IPANEMA;26008:VALE DO IPOJUCA;26009:ALTO CAPIBARIBE;26010:MÉDIO CAPIBARIBE;26011:GARANHUNS;26012:BREJO PERNAMBUCANO;26013:MATA SETENTRIONAL PERNAMBUCANA;26014:VITÓRIA DE SANTO ANTÃO;26015:MATA MERIDIONAL PERNAMBUCANA;26016:ITAMARACÁ;26017:RECIFE;26018:SUAPE;26019:FERNANDO DE NORONHA;27001:SERRANA DO SERTÃO ALAGOANO;27002:ALAGOANA DO SERTÃO DO SÃO FRANCISCO;27003:SANTANA DO IPANEMA;27004:BATALHA;27005:PALMEIRA DOS ÍNDIOS;27006:ARAPIRACA;27007:TRAIPU;27008:SERRANA DOS QUILOMBOS;27009:MATA ALAGOANA;27010:LITORAL NORTE ALAGOANO;27011:MACEIÓ;27012:SÃO MIGUEL DOS CAMPOS;27013:PENEDO;28001:SERGIPANA DO SERTÃO DO SÃO FRANCISCO;28002:CARIRA;28003:NOSSA SENHORA DAS DORES;28004:AGRESTE DE ITABAIANA;28005:TOBIAS BARRETO;28006:AGRESTE DE LAGARTO;28007:PROPRIÁ;28008:COTINGUIBA;28009:JAPARATUBA;28010:BAIXO COTINGUIBA;28011:ARACAJU;28012:BOQUIM;28013:ESTÂNCIA;29001:BARREIRAS;29002:COTEGIPE;29003:SANTA MARIA DA VITÓRIA;29004:JUAZEIRO;29005:PAULO AFONSO;29006:BARRA;29007:BOM JESUS DA LAPA;29008:SENHOR DO BONFIM;29009:IRECÊ;29010:JACOBINA;29011:ITABERABA;29012:FEIRA DE SANTANA;29013:JEREMOABO;29014:EUCLIDES DA CUNHA;29015:RIBEIRA DO POMBAL;29016:SERRINHA;29017:ALAGOINHAS;29018:ENTRE RIOS;29019:CATU;29020:SANTO ANTÔNIO DE JESUS;29021:SALVADOR;29022:BOQUIRA;29023:SEABRA;29024:JEQUIÉ;29025:LIVRAMENTO DO BRUMADO;29026:GUANAMBI;29027:BRUMADO;29028:VITÓRIA DA CONQUISTA;29029:ITAPETINGA;29030:VALENÇA;29031:ILHÉUS-ITABUNA;29032:PORTO SEGURO;Total
3313902:Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
3313999:Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;0;21;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;11;0;1;0;16;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;907;0;0;0;0;14;0;0;0;0;1;0;0;0;0;0;5;0;32;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;86;0;0;0;15;0;0;0;1;0;0;7;0;1;0;3;10;194;0;3;0;0;0;0;0;1;5;1;2;1451
3314701:Manutenção e reparação de máquinas motrizes não-elétricas;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;2;0;32;92;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;44;0;0;1;0;1;0;0;0;0;0;0;293
3314702:Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;0;20;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;62;1;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;17;0;0;0;0;0;0;0;14;0;0;0;0;0;0;1;0;64;0;0;0;0;0;5;0;0;0;1;3;392
3314703:Manutenção e reparação de válvulas industriais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;26;0;0;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;207
3314704:Manutenção e reparação de compressores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;3;91
3314705:Manutenção e reparação de equipamentos de transmissão para fins industriais;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;13;0;0;0;0;0;0;0;0;0;35;0;0;45;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;53;0;0;0;0;0;16;0;0;0;0;0;215
3314706:Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;29;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;24;0;8;0;0;0;0;0;0;0;0;0;1;0;138
3314707:Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;0;93;5;0;0;0;38;2;1;0;0;0;0;0;0;0;7;2;1;6;0;0;9;35;0;0;1;0;0;1;0;0;0;2;0;0;0;5;0;0;3;0;0;0;0;0;0;10;0;0;1;336;1;0;0;0;3;14;11;0;0;1;0;0;0;0;0;1;0;19;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;3;233;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;89;0;0;0;0;0;83;0;0;14;0;0;0;0;4;1;3;1;118;2;0;0;0;0;0;0;3;0;0;3;0;63;5;0;0;0;0;0;0;0;0;0;0;9;45;0;0;0;0;1;0;1;1;0;1;0;2;1;27;0;0;0;0;0;0;62;4;197;0;1;2;0;0;1;3;0;0;30;8;1652
3314708:Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;2;1;571
3314709:Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;0;4;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;3;20;0;0;0;0;0;0;0;0;0;0;0;191
3314710:Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;0;58;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;0;2;0;22;0;0;0;0;0;3;0;0;0;13;0;0;0;0;0;0;7;0;0;0;4;0;0;0;0;0;0;177;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;22;3;10;0;0;0;0;0;0;2;0;0;0;0;65;0;0;0;12;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;55;0;6;0;0;0;14;0;0;3;0;0;2;0;0;0;0;0;232;8;0;0;0;0;0;0;3;0;0;0;0;14;1;0;0;0;0;1;0;0;0;0;0;0;37;0;0;17;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;5;0;3;1;452;0;0;1;0;5;0;25;9;0;8;9;1398
3314711:Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;10;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;5;12;0;1;5;31;303
3314712:Manutenção e reparação de tratores agrícolas;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;44;107
3314713:Manutenção e reparação de máquinas-ferramenta;0;22;0;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;203
3314714:Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;173
3314715:Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;15
3314716:Manutenção e reparação de tratores, exceto agrícolas;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;12;53
3314717:Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;0;0;0;0;0;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;16;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;5;0;0;0;0;0;0;1;0;0;0;0;129
3314718:Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;5;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;441
3314719:Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;9;0;2;0;0;0;53;2;0;0;0;0;0;0;24;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;17;31;0;0;0;0;0;0;0;0;0;0;1;287
3314720:Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;47;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;106
3314721:Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3314722:Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;169
3314799:Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;77;1;0;0;0;0;15;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;13;2;0;0;0;0;0;0;0;89;0;0;0;0;2;0;0;0;20;97;0;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;0;0;0;0;0;0;0;6;20;0;0;67;0;0;0;0;0;0;53;0;0;0;23;0;0;0;0;0;0;26;0;755;0;8;0;0;0;0;0;0;1;32;3;1729
3315500:Manutenção e reparação de veículos ferroviários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;126
