Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
4637106:Comércio atacadista de sorvetes;0;0;0;142;0;0;1;0;0;0;0;2;0;0;1;0;3;0;0;0;0;1;0;0;0;0;0;63;0;18;0;2;0;0;0;0;0;0;0;31;0;0;172;0;0;0;0;0;2;0;0;269;707
4637107:Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;0;0;0;10;0;5;0;0;0;63;0;0;0;0;0;0;0;7;0;0;6;0;0;12;13;0;0;45;0;0;0;0;0;0;0;0;0;0;0;11;0;3;127;1;17;2;1;0;0;0;0;48;371
4637199:Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;0;0;0;103;0;7;8;6;0;19;4;0;3;0;12;0;9;21;0;0;2;1;1;4;0;0;0;113;5;5;0;23;0;0;0;0;0;0;2;52;0;0;240;0;43;8;1;14;0;0;0;409;1115
4639701:Comércio atacadista de produtos alimentícios em geral;150;6;3;604;13;4;4;0;2;197;41;24;23;167;47;1;272;322;0;12;84;38;11;8;24;0;0;1827;10;55;2;194;0;0;16;7;9;29;67;1161;5;36;1835;0;128;10;0;145;0;44;139;2723;10499
4639702:Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;0;0;12;276;0;9;34;0;0;15;0;0;0;0;16;0;0;35;0;7;0;0;6;28;0;0;0;94;2;15;1;8;0;0;3;0;0;0;4;867;2;0;588;0;12;5;0;0;0;4;0;183;2226
4641901:Comércio atacadista de tecidos;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;6;0;23;0;6;721;0;0;0;0;0;0;3;0;30;896
4641902:Comércio atacadista de artigos de cama, mesa e banho;0;0;0;6;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;25;0;0;0;0;0;0;0;0;0;0;0;42;0;0;24;0;9;0;0;0;0;0;0;17;143
4641903:Comércio atacadista de artigos de armarinho;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;20;0;0;37;0;0;0;0;0;0;0;0;0;0;0;57;0;0;305;0;3;4;0;0;0;0;0;55;500
4642701:Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;0;126;0;18;3;0;3;0;1;33;2;0;0;1;0;0;0;56;0;0;1;0;6;0;8;0;0;24;6;3;0;4;0;1;0;0;0;0;55;418;0;0;1279;0;29;0;0;19;0;1;0;122;2219
4642702:Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;0;0;0;14;0;0;7;49;0;5;4;0;0;0;1;1;0;0;0;0;4;1;1;1;0;0;0;10;0;0;0;3;0;0;0;0;2;0;3;17;0;0;100;0;1;14;0;12;0;2;0;45;297
4643501:Comércio atacadista de calçados;0;0;0;12;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2;0;0;0;10;0;1;0;0;0;0;0;0;0;0;2;0;0;0;90;0;3;0;0;3;0;0;0;55;186
4643502:Comércio atacadista de bolsas, malas e artigos de viagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;13;3;0;0;0;0;0;5;85
4644301:Comércio atacadista de medicamentos e drogas de uso humano;1;0;0;353;0;0;0;0;0;10;0;2;4;2;0;0;0;3;0;0;0;0;0;0;0;0;0;365;0;0;0;72;3;0;4;0;2;0;4;497;0;0;2744;0;1;6;4;374;0;163;0;1463;6077
4644302:Comércio atacadista de medicamentos e drogas de uso veterinário;0;0;36;60;0;0;0;0;0;1;0;0;0;0;0;1;7;0;0;12;0;0;0;0;15;0;0;16;0;0;0;44;0;0;0;0;0;0;0;4;0;0;72;0;0;39;0;0;0;5;0;25;337
4645101:Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;0;0;0;138;0;0;1;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;1;0;0;0;13;0;0;7;33;0;0;692;0;17;17;0;0;0;0;0;683;1734
4645102:Comércio atacadista de próteses e artigos de ortopedia;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;2;0;0;56;0;0;0;0;0;0;0;0;36;203
4645103:Comércio atacadista de produtos odontológicos;0;0;0;14;0;0;0;0;0;2;1;0;0;3;0;0;8;5;0;0;0;1;0;4;1;0;0;35;0;0;0;0;0;0;0;0;4;0;2;23;9;1;170;0;9;9;0;2;0;0;0;88;391
4646001:Comércio atacadista de cosméticos e produtos de perfumaria;2;0;9;84;19;0;10;0;0;42;5;0;0;8;0;0;24;18;0;0;6;10;8;4;7;0;0;274;7;1;2;14;0;0;6;4;15;0;17;57;0;2;1558;12;77;39;0;46;2;12;3;419;2823
4646002:Comércio atacadista de produtos de higiene pessoal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;3;0;0;13;0;0;695;0;7;15;0;0;0;2;0;45;786
4647801:Comércio atacadista de artigos de escritório e de papelaria;0;0;0;7;0;0;0;0;0;4;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;94;2;0;0;0;0;0;0;0;0;0;4;39;0;0;419;0;3;0;0;2;0;0;0;224;811
4647802:Comércio atacadista de livros, jornais e outras publicações;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;4;0;0;148;0;0;0;0;0;0;0;0;60;233
4649401:Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;0;0;0;10;0;0;0;0;0;91;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;37;0;1;0;0;0;0;0;0;9;0;0;3;0;0;94;0;12;18;0;0;0;161;0;115;559
4649402:Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;3;2;0;0;5;5;6;3;58;0;3;59;3;26;4;1;7;40;246
4649403:Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;16;0;0;0;1;0;56;0;9;0;0;0;0;0;0;58;148
4649404:Comércio atacadista de móveis e artigos de colchoaria;0;0;0;14;0;0;0;0;7;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;3;0;0;9;6;0;0;0;7;23;0;0;45;0;0;3;13;4;0;5;0;74;271
4649405:Comércio atacadista de artigos de tapeçaria;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;85;154
4649406:Comércio atacadista de lustres, luminárias e abajures;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;17;21
4649407:Comércio atacadista de filmes, CDs, DVDs, fitas e discos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;12
4649408:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;0;0;0;30;7;1;2;0;0;34;0;0;0;0;0;0;0;10;0;0;0;5;0;0;0;0;0;137;0;2;0;13;0;0;0;0;1;0;3;23;0;0;120;1;14;2;0;52;0;30;0;741;1228
4649409:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;36;0;4;0;0;0;0;0;0;162;213
4649410:Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;0;0;0;20;0;0;5;0;0;2;0;0;0;0;1;0;0;9;0;0;0;0;0;0;0;2;0;16;0;0;0;4;0;0;31;0;0;0;0;0;0;0;158;0;3;0;1;1;0;0;0;21;274
4649499:Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;0;0;1;80;0;11;0;1;0;8;3;0;0;6;0;0;37;2;0;0;7;0;0;0;0;0;0;145;0;0;0;23;0;0;0;0;0;0;0;47;0;0;668;0;9;3;0;18;0;0;0;217;1286
4651601:Comércio atacadista de equipamentos de informática;0;0;0;5;0;5;0;0;0;2;0;0;0;14;0;0;0;46;0;0;0;3;0;5;0;0;0;101;0;1;0;9;0;0;0;0;0;0;1;19;0;0;160;0;0;3;0;0;0;0;2;709;1085
4651602:Comércio atacadista de suprimentos para informática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;14;0;0;64;5;0;0;0;0;0;0;0;13;181
4652400:Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;0;0;0;2;0;1;2;0;0;44;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;103;0;0;38;0;20;0;0;0;0;3;0;94;346
4661300:Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário;0;0;62;186;131;0;37;3;4;399;100;52;92;118;501;161;1127;338;98;57;596;34;33;376;13;0;0;223;28;390;0;306;21;13;7;0;83;14;13;19;13;4;599;71;251;560;52;208;63;2;63;232;7753
4662100:Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção;0;0;0;115;0;0;0;0;0;5;0;0;0;4;0;12;0;41;0;0;0;0;0;0;0;0;0;251;16;0;0;1;0;0;0;0;143;0;0;8;0;0;219;0;2;4;0;0;0;2;0;20;843
4663000:Comércio atacadista de máquinas e equipamentos para uso industrial;9;0;0;34;0;0;58;0;1;39;0;0;2;5;0;0;2;7;0;3;0;0;0;3;2;0;0;146;1;1;0;2;0;0;0;0;0;0;11;61;0;0;525;0;8;11;0;0;0;1;0;25;957
4664800:Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar;0;0;0;7;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;9;0;0;4;0;0;150;0;0;0;0;0;5;0;0;116;311
4665600:Comércio atacadista de máquinas e equipamentos para uso comercial;0;0;0;47;0;0;9;0;0;15;0;0;0;0;0;0;5;3;0;0;4;0;0;9;0;0;0;71;2;22;0;6;0;0;0;0;0;0;0;89;0;0;114;0;1;0;0;12;0;0;5;90;504
4669901:Comércio atacadista de bombas e compressores;0;0;0;30;0;0;0;0;0;0;0;0;0;0;6;0;3;2;0;0;0;0;1;0;0;0;0;31;0;12;0;4;0;0;0;0;0;0;0;9;0;0;94;0;1;6;0;0;0;0;0;0;199
4669999:Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente;0;0;11;85;7;0;4;0;0;22;8;3;0;0;0;0;3;8;0;0;0;0;0;4;0;0;0;171;0;14;0;6;0;0;0;0;1;0;1;30;0;0;956;0;5;8;0;9;0;0;0;101;1457
4671100:Comércio atacadista de madeira e produtos derivados;0;4;3;36;0;0;34;0;0;72;13;125;22;11;0;25;6;23;0;0;0;0;0;60;38;0;116;29;44;0;0;12;0;0;0;0;3;0;6;36;0;8;198;4;1;6;3;0;13;29;2;44;1026
4672900:Comércio atacadista de ferragens e ferramentas;0;2;0;92;2;0;0;0;0;31;0;0;0;0;0;0;0;28;0;12;0;0;0;0;0;0;0;24;0;7;0;0;0;0;3;0;0;0;0;7;0;0;634;0;19;20;10;43;0;7;0;372;1313
4673700:Comércio atacadista de material elétrico;0;0;0;1;0;0;1;0;0;1;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;33;0;0;0;5;0;0;0;0;2;0;0;4;0;0;652;0;9;17;0;0;6;0;0;133;870
4674500:Comércio atacadista de cimento;0;0;0;45;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;107;5;31;0;0;6;2;2;0;7;221
4679601:Comércio atacadista de tintas, vernizes e similares;0;0;0;40;0;0;0;0;0;4;0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;6;1;0;0;133;0;0;0;0;0;0;0;0;42;338
4679602:Comércio atacadista de mármores e granitos;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;25;0;6;0;9;0;0;0;0;1;0;0;4;0;0;87;0;5;2;0;0;0;0;0;50;202
4679603:Comércio atacadista de vidros, espelhos e vitrais;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;24;0;0;0;3;0;0;0;0;6;0;1;15;0;0;97;0;4;19;0;19;0;0;0;210;410
4679604:Comércio atacadista especializado de materiais de construção não especificados anteriormente;0;0;0;20;0;7;0;0;0;6;0;6;7;0;0;0;0;2;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;2;3;0;0;130;0;36;4;0;0;0;0;0;17;248
4679699:Comércio atacadista de materiais de construção em geral;0;0;13;232;2;0;5;1;0;75;6;0;0;0;0;0;14;41;0;0;0;0;0;40;0;0;0;338;0;4;0;19;0;0;0;10;0;0;3;93;0;0;438;0;16;93;4;4;0;2;3;1536;2992
4681801:Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;0;0;0;110;0;0;0;17;0;37;0;0;0;0;0;0;0;45;0;0;0;6;0;0;0;0;0;379;0;0;0;39;16;0;0;0;0;0;0;12;0;0;262;0;0;0;0;0;0;0;0;204;1127
4681802:Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);0;0;3;132;57;3;32;30;10;56;21;0;0;0;71;27;134;48;0;13;54;33;21;2;2;0;0;10;0;67;0;67;6;0;19;0;0;0;15;40;0;0;8;0;7;82;0;17;0;12;1;41;1141
4681803:Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;0;14;0;13;1;0;26;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;7;4;10;0;0;3;3;15;0;0;11;0;5;4;0;0;9;0;0;0;0;0;20;173
4681804:Comércio atacadista de combustíveis de origem mineral em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
4681805:Comércio atacadista de lubrificantes;9;0;0;107;0;0;0;0;0;10;0;10;0;0;1;0;14;32;0;0;0;0;0;0;0;0;0;184;0;0;0;24;0;0;0;0;0;0;0;3;0;0;296;0;11;0;0;0;0;11;0;44;756
4682600:Comércio atacadista de gás liqüefeito de petróleo (GLP);0;0;0;208;0;7;0;0;0;3;13;0;0;0;0;0;1;0;0;5;0;0;0;0;0;3;0;237;0;0;0;10;0;0;2;3;0;0;0;12;3;0;505;0;2;0;2;3;2;0;0;243;1264
4683400:Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;0;34;71;112;73;19;36;36;5;472;55;66;77;63;222;62;815;262;35;63;223;58;23;187;15;4;0;181;1;410;13;254;10;0;3;3;34;0;27;59;0;0;214;5;278;465;55;211;105;144;26;74;5660
4684201:Comércio atacadista de resinas e elastômeros;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;6
4684299:Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;0;0;0;75;0;10;0;0;0;19;0;0;0;2;0;0;0;0;0;0;7;1;0;0;0;0;0;88;0;0;0;1;0;0;0;0;1;0;0;5;0;0;65;0;0;1;0;1;0;2;0;4;282
4685100:Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;0;0;0;5;0;1;1;0;0;2;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;23;4;0;0;92;0;0;15;0;0;0;0;0;0;173
4686901:Comércio atacadista de papel e papelão em bruto;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;0;0;0;0;0;42;76
4686902:Comércio atacadista de embalagens;10;0;0;141;0;0;20;0;1;29;5;1;5;7;0;0;31;45;0;2;1;3;0;10;0;0;0;110;12;4;0;45;0;0;0;0;3;0;0;182;2;0;427;0;13;2;3;16;0;0;0;137;1267
4687701:Comércio atacadista de resíduos de papel e papelão;0;0;1;23;0;0;14;7;0;21;3;0;0;0;0;0;5;5;0;0;0;1;10;0;0;0;0;72;0;6;0;15;0;0;0;5;0;0;15;98;0;2;92;0;27;45;0;17;3;0;9;355;851
4687702:Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;0;0;0;0;2;0;24;0;0;3;0;0;0;0;0;0;6;1;0;2;0;0;0;6;0;0;0;27;0;0;0;18;0;0;0;0;0;0;8;27;0;0;92;0;13;11;0;0;0;0;0;53;293
4687703:Comércio atacadista de resíduos e sucatas metálicos;7;0;0;57;7;16;8;1;0;54;8;0;5;11;16;1;17;12;0;1;5;0;0;10;0;0;0;181;7;0;0;22;0;0;0;0;5;0;2;106;0;14;127;1;3;15;0;6;0;5;0;173;903
4689301:Comércio atacadista de produtos da extração mineral, exceto combustíveis;5;0;0;0;0;0;0;0;0;2;0;4;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;16;0;4;0;0;0;0;2;94
4689302:Comércio atacadista de fios e fibras têxteis beneficiados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;19
4689399:Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;3;0;0;90;0;0;3;9;0;52;0;4;0;0;0;0;6;21;0;0;0;8;0;0;1;0;0;172;2;0;0;24;0;0;5;0;0;0;0;94;0;0;410;2;7;7;0;3;0;26;0;215;1164
4691500:Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;194;31;0;81;136;1;0;3;244;11;0;5;0;301;6;48;23;276;7;99;49;0;8;7;23;0;0;378;28;3;0;692;2;0;0;0;6;0;5;12;0;3;647;6;583;79;4;18;1;94;8;2094;6216
4692300:Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;0;0;0;31;0;0;0;33;0;5;67;3;0;17;13;20;24;4;0;19;18;18;0;2;0;1;2;156;0;5;0;18;0;0;0;30;51;5;16;32;24;10;395;3;34;642;132;3;17;39;18;13;1920
4693100:Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;0;0;1;394;1;0;1;0;0;5;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;118;0;8;0;3;0;0;0;3;5;0;10;465;0;2;2078;0;13;23;0;69;0;5;1;691;3907
4711301:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;11;17;0;1775;0;1;78;0;23;649;53;224;3;1;43;0;295;390;0;6;2;266;0;79;6;5;0;1410;11;45;0;443;0;0;35;4;38;8;59;821;3;8;3217;10;629;379;14;27;8;1;26;3805;14928
4711302:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;231;528;724;6806;654;206;1449;604;300;3224;1035;754;1093;1413;1256;523;2532;2363;151;334;605;439;622;1619;663;46;84;6106;470;890;37;1498;223;235;162;137;374;228;901;2442;38;218;11810;177;2897;2655;340;2216;422;813;420;16560;82527
4712100:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;205;207;236;1332;113;183;263;170;295;829;431;218;215;221;118;98;311;285;49;57;197;94;89;175;167;74;49;1866;276;229;126;374;49;197;224;61;372;106;405;1051;144;260;3907;199;1956;1165;197;645;214;339;225;5665;26933
4713001:Lojas de departamentos ou magazines;23;63;53;554;36;30;84;39;16;161;51;3;0;0;8;0;0;0;0;0;0;2;0;18;0;0;0;228;1;3;0;69;0;0;3;1;14;0;1;102;0;0;690;11;151;124;0;111;0;42;8;884;3584
4713002:Lojas de variedades, exceto lojas de departamentos ou magazines;14;10;6;49;7;9;38;7;4;73;9;0;26;43;8;5;14;6;12;0;0;54;0;5;1;0;0;63;12;2;1;49;0;0;1;0;25;7;13;60;10;13;290;9;146;89;8;33;15;41;26;659;1972
4713003:Lojas duty free de aeroportos internacionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;1;0;0;0;0;0;0;115;151
4721102:Padaria e confeitaria com predominância de revenda;187;58;87;832;54;60;202;64;56;526;138;58;19;68;85;18;295;93;27;16;58;44;24;121;43;24;3;709;55;124;14;268;16;40;65;13;174;47;209;474;42;45;2732;32;1327;588;63;299;37;228;88;8322;19271
4721103:Comércio varejista de laticínios e frios;6;1;0;134;0;19;14;0;1;69;16;0;7;1;1;5;0;5;0;2;0;8;0;8;0;1;0;81;7;2;0;10;0;0;1;0;15;0;4;39;0;7;270;29;159;17;149;24;29;2;4;340;1487
4721104:Comércio varejista de doces, balas, bombons e semelhantes;0;5;13;242;6;2;32;5;21;91;12;3;3;5;7;4;43;12;0;1;5;19;12;31;5;0;1;228;26;26;1;78;2;4;4;0;27;2;26;85;8;6;494;3;195;40;12;60;13;14;18;1021;2973
4722901:Comércio varejista de carnes - açougues;43;22;11;496;0;16;43;18;15;212;116;1;18;15;10;5;79;36;4;13;4;22;3;77;22;6;2;498;29;38;16;179;8;13;20;10;53;8;77;262;23;30;1263;12;349;274;35;270;36;81;42;869;5804
4722902:Peixaria;0;3;9;24;0;0;0;2;0;16;3;0;1;0;0;1;2;3;0;0;1;0;2;9;3;0;0;64;4;5;0;2;0;0;1;0;0;0;0;11;0;0;105;0;8;6;1;10;1;2;2;126;427
4723700:Comércio varejista de bebidas;70;53;61;450;22;27;127;20;39;195;69;44;9;11;14;25;87;55;3;10;17;4;1;50;19;6;3;499;26;28;11;128;1;9;41;14;46;4;65;142;8;24;1575;4;273;154;5;189;21;74;100;1521;6453
4724500:Comércio varejista de hortifrutigranjeiros;14;11;2;257;1;6;18;2;7;100;47;0;1;0;4;0;30;10;1;1;22;22;0;11;1;0;0;263;7;7;0;27;4;23;17;2;20;4;13;194;4;9;602;9;174;64;11;110;14;70;11;2090;4317
4729601:Tabacaria;0;1;0;16;2;0;1;0;2;14;0;2;0;0;0;0;1;0;0;0;5;6;2;5;0;0;0;4;10;16;0;18;0;0;0;0;1;0;1;6;0;0;67;2;2;8;0;3;1;1;0;90;287
4729602:Comércio varejista de mercadorias em lojas de conveniência;12;7;9;54;7;3;17;12;0;31;6;0;27;26;5;25;25;62;0;0;14;2;21;8;0;1;0;71;0;3;0;32;0;0;0;3;7;0;0;14;0;1;91;8;10;6;0;0;1;0;0;46;667
4729699:Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;423;54;92;2015;110;68;155;199;72;443;80;46;86;36;10;45;91;142;12;6;23;74;31;61;25;1;23;793;261;85;2;202;2;6;67;8;70;105;103;326;18;40;2403;38;471;436;8;219;39;96;24;3634;13879
4731800:Comércio varejista de combustíveis para veículos automotores;200;154;370;1918;217;216;357;238;200;1210;428;365;308;504;354;206;1054;703;69;479;379;239;235;363;283;59;49;2566;322;421;84;1249;133;160;237;241;491;131;418;1227;140;241;4210;175;1919;1588;198;859;238;411;284;5294;34394
4732600:Comércio varejista de lubrificantes;5;0;0;41;4;1;3;0;0;57;3;2;0;5;16;0;10;19;3;1;6;12;0;21;0;0;0;34;0;2;0;15;0;1;0;3;11;0;15;57;1;3;327;0;138;33;26;29;9;16;0;161;1090
4741500:Comércio varejista de tintas e materiais para pintura;4;15;15;266;10;5;30;15;10;123;15;17;29;17;15;9;81;71;5;7;14;24;4;13;9;0;0;186;3;37;0;58;0;1;2;2;0;10;17;142;6;4;611;6;88;83;6;84;0;24;16;719;2928
4742300:Comércio varejista de material elétrico;14;5;33;382;26;30;26;59;10;247;36;32;34;54;75;16;270;192;2;9;17;34;13;38;4;0;0;512;29;101;0;188;18;0;6;0;8;10;26;220;0;15;660;4;154;136;50;152;20;43;8;798;4816
4743100:Comércio varejista de vidros;13;7;15;194;7;12;26;23;26;114;31;22;24;31;35;15;89;80;7;18;25;27;12;37;13;6;2;148;22;49;0;79;2;6;22;0;25;6;30;46;17;3;317;2;117;93;1;94;6;33;9;924;2962
4744001:Comércio varejista de ferragens e ferramentas;68;42;39;497;45;54;150;20;71;253;71;134;171;106;46;65;359;375;33;61;129;93;37;71;20;1;0;932;57;230;0;280;3;23;23;29;151;22;110;391;16;23;1657;39;323;486;21;174;38;93;59;1675;9866
4744002:Comércio varejista de madeira e artefatos;6;18;66;296;99;73;269;64;49;162;117;102;40;10;24;24;47;78;0;6;14;52;8;57;9;3;0;313;17;39;1;62;7;24;54;1;60;25;66;214;9;30;596;6;207;117;55;84;26;27;54;492;4279
4744003:Comércio varejista de materiais hidráulicos;0;0;0;58;8;1;14;0;0;79;1;0;10;0;0;0;27;5;0;1;6;0;0;5;1;0;0;71;0;1;0;39;0;2;3;0;3;0;2;53;0;0;181;4;37;88;0;15;2;7;16;74;814
4744004:Comércio varejista de cal, areia, pedra britada, tijolos e telhas;6;0;0;27;0;9;5;2;7;37;10;15;5;54;3;0;8;18;5;5;1;0;2;33;3;10;0;168;0;29;3;35;0;0;0;0;41;4;0;24;9;1;105;9;42;17;1;19;11;1;3;78;865
